0.5,eelings of hope and change have mostly faded.
0.5,The country is in better shape than it was when Barack Obama became president four years ago.
0.25833333333333336,"The economy is no longer in free fall, and the nation has for the most part extricated itself from seemingly endless wars abroad."
0.020833333333333336,"Yet as Obama prepares to enter his second term, there seems to be less optimism about his ability to address the nation's problems than was the case when he first entered the White House."
-0.8,A lot of that has to do with rancorous relations with Congress.
0.3277777777777778,"Obama scored huge legislative victories during his first two years in office, but since Republicans took control of the House in 2010, he's been lucky just to avoid fiscal calamity through last-minute deals."
0.0,"""We just had an election that gave us the status quo,"" says Gary Jacobson, a political scientist at the University of California, San Diego."
0.26666666666666666,"""If you didn't like the last two years, then the next four don't look so attractive."""
0.05,"Not only does Obama face continuing GOP opposition in Congress, but as a second-term president, he necessarily generates less excitement than he did as a newcomer — particularly as someone who made history as the nation's first African-American president."
0.0,"""The excitement you always get in Washington when there's change is not there,"" says William Schneider, a senior fellow at Third Way, a centrist think tank."
0.0,"""This was a vote for continuity."""
0.45,"Not Since Watergate  About a week ago, Gallup released a poll asking Americans what they felt was the most important problem facing the country."
-0.4,"""Dissatisfaction with government"" was the third-most-mentioned problem, at 18 percent, behind the economy and the federal budget deficit."
0.5,"It was the most worried that Americans have been about government since Watergate, according to Gallup."
0.18392857142857144,"""The dissatisfaction with Washington is pretty intense right now,"" says Karlyn Bowman, a polling expert at the conservative American Enterprise Institute."
-1.0,"""The mood about the way this city is working is so grim."""
0.3,"In the coming months, Obama faces fresh fights with Congress about the debt ceiling and spending cuts."
0.2,Republicans won't be inclined to give him much of what he wants.
-0.14999999999999997,"""In many ways, polarization is even worse than it was before — and it was bad then,"" says George Edwards, a visiting political scientist at Oxford University."
-0.42500000000000004,"""Republicans truly hate him, so the idea of getting cooperation is a long shot."""
-0.8,"The Power Base  Obama also will seek to break the years-old logjam over immigration policy, and there are some indications that Republicans will want to make a deal on this issue."
-0.25,"The GOP, however, is unlikely to embrace the package of gun control measures the president recently outlined."
0.3,"""People who voted for the House majority have no stake in Obama's success,"" says Jacobson, the UC San Diego professor."
0.0,"""The guys that got elected to the House don't have to adapt to the changing world."""
0.0,What's changing is the nature of the American electorate.
-0.08571428571428572,"As has been widely noted, Obama has benefited from a coalition that includes Hispanics, blacks, college-educated whites, single women and people with no church affiliation."
0.13636363636363635,"""He brought the new America to power,"" Schneider says."
0.0,"""He brought them to power and they protected him against a counterrevolution, which was the Tea Party."""
0.0,"Obama may have defeated the Tea Party, but he hasn't wholly vanquished it."
0.05,He'll continue to face considerable opposition on issues such as tax increases and gun control.
0.0,"What Obama Can Achieve  Like a lot of presidents seeking a second term, Obama was not ""overly specific"" about what he intends to do, Edwards says."
0.2375,"He adds: ""The only thing Obama did say was that he wants higher taxes for the wealthy."
0.0,That's been done.
0.0,"Before he even took the oath of office a second time, he's expended that."""
0.08541666666666665,"The president might not rack up a string of policy victories to match his first two years in office, when he pushed through major legislation concerning health care and financial regulation, as well as an $800 billion stimulus package that not only lifted the country out of an economic canyon, but reshaped policy in areas such as energy and education."
0.1,"Still, implementing ""Obamacare"" alone will keep the president busy."
0.21666666666666667,"""There's an immense amount for him to do just to secure the legacy of the first term,"" says Paul Glastris, editor-in-chief of The Washington Monthly."
0.2333333333333333,"""Everything he does over the next four years on health care will really do more to determine our fiscal situation — because it's really all driven by health care costs — than anything else he might do."""
0.10833333333333332,"Fears About The Economy  Glastris says the media is too quick to gauge presidential success by simply looking through the ""narrow prism"" of legislative accomplishments."
0.06818181818181818,"Presidents have enormous power to reshape the government's role in society not just through new bills, but through the annual budget process that determines the size and ambition of existing programs."
0.32142857142857145,The economy almost certainly will look better at the end of Obama's term than when he first took office.
0.25,"Already, polls indicate that the public believes its own economic fortunes and those of the country as a whole look brighter than they did four years ago."
-0.04999999999999999,"""Not since Roosevelt in 1933 has an incoming U.S. president faced a tougher economic challenge than Barack Obama,"" the economics editor of The Guardian wrote in 2008, expressing a sentiment common at the time."
0.8,"There is still, however, a great deal of nervousness."
0.35,"Obama talks about preserving and protecting the middle class, but like any politician, he faces questions about finding sources of good jobs and growth in a globalizing economy."
0.020129870129870126,"Americans are worried about income inequality as well as the fact that middle-class wages have largely stagnated over the past 30 years, relative to productivity, while lower-class wages have declined, says Rajan Menon, a political scientist at City College of New York."
-0.10208333333333333,"""There's this general sense that you work hard and do less well, and there's data to back that up,"" he says."
-0.0625,"That's fueled the sense that the U.S. should avoid foreign entanglements that represent multiyear commitments in terms of both treasure and human costs, Menon argues."
-0.0625,Don't Look To Washington  It's also contributed to the extreme wariness in which Americans regard Washington when it comes to domestic matters.
0.125,"Obama's approval ratings are higher than those of Congress, which struggles to stay in double digits."
0.14583333333333334,"The country's strengths remain evident, with an economy and demographic future that look brighter than Europe's, less corruption and pollution than China, and governmental institutions that, no matter how hobbled they may appear at the moment, function better than India's."
0.5,"Although the challenges Obama faces aren't as great as they were four years ago, the hope that he can address them successfully is much diminished."
0.25,"""I was certainly more optimistic four years ago than I am now,"" says Robert Smith, a political scientist at San Francisco State University and author of a forthcoming book comparing Obama and President John F. Kennedy."
-0.2,"""That was misplaced,"" Smith says."
0.0,"""I had not realized at that time the extent to which the ideological and partisan polarization would actually lead the Republican Party to oppose virtually everything the president would propose."""
